Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Emission / Removal / Bunker,Gas,State,Economic Activity,Product,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,"DOLOMITE, LUMPS",-,-,,Emissions,CO2e (t) GWP-AR2,Jharkhand,Industry,-,268648.19,89701.36,7760.44,4011.4,480.77,0.0,0.0,0.0,0.0,110001.38,143148.44
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,"DOLOMITE, POWDER CALCINED OR NOT",-,-,,Emissions,CO2e (t) GWP-AR2,Jharkhand,Industry,-,7580.18,272388.89,109232.04,345990.71,432452.65,106406.4,0.0,0.0,24804.59,8268.2,0.0
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,limestone use,-,-,,Emissions,CO2e (t) GWP-AR2,Jharkhand,Industry,-,1976357.53,2151267.98,1027093.06,1080032.2,1311544.81,1363055.3,1469760.05,1648100.25,1030935.0,1327576.96,1445702.04
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,"DOLOMITE, CHIPS",-,-,,Emissions,CO2e (t) GWP-AR2,Karnataka,Industry,-,210525.35,70175.12,6918.16,2306.05,2779.59,7485.29,3179.13,2117.67,595.57,352831.34,233997.83
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,"DOLOMITE, LUMPS",-,-,,Emissions,CO2e (t) GWP-AR2,Karnataka,Industry,-,8157.09,2378.46,3789.84,5754.54,16137.64,4875.93,0.0,0.0,0.0,414172.97,597680.31
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,"DOLOMITE, POWDER CALCINED OR NOT",-,-,,Emissions,CO2e (t) GWP-AR2,Karnataka,Industry,-,12501.19,21350.31,15883.82,7330.88,1316.38,0.0,0.0,0.0,0.0,1266.97,422.32
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,limestone use,-,-,,Emissions,CO2e (t) GWP-AR2,Karnataka,Industry,-,41981.09,245996.35,1040064.07,1298784.59,1503151.63,1775138.71,2227195.42,2852019.19,1528104.11,276006.97,337655.44
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,limestone use,-,-,,Emissions,CO2e (t) GWP-AR2,Kerala,Industry,-,90.65,619.25,396.2,732.2,671.51,756.03,631.44,255.8,68.73,10.39,0.0
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,"DOLOMITE, POWDER CALCINED OR NOT",-,-,,Emissions,CO2e (t) GWP-AR2,Madhya Pradesh,Industry,-,0.0,0.0,78.99,26.33,9446.71,3148.9,0.0,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,limestone use,-,-,,Emissions,CO2e (t) GWP-AR2,Madhya Pradesh,Industry,-,0.0,0.0,0.0,12026.55,4008.85,0.0,1292685.36,430923.64,37.76,19.94,14.03
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,"DOLOMITE, CHIPS",-,-,,Emissions,CO2e (t) GWP-AR2,Maharashtra,Industry,-,6658.16,7948.82,2252.08,0.0,0.0,8216.33,7029.4,1430.21,0.0,12374.19,14859.59
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,"DOLOMITE, LUMPS",-,-,,Emissions,CO2e (t) GWP-AR2,Maharashtra,Industry,-,4103.82,4432.42,6211.4,1729.97,0.0,0.0,709767.28,236589.09,0.0,0.0,1903.21
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,"DOLOMITE, POWDER CALCINED OR NOT",-,-,,Emissions,CO2e (t) GWP-AR2,Maharashtra,Industry,-,18014.13,10702.47,15049.05,3976.52,7180.4,2393.47,0.0,0.0,0.0,0.0,8.65
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,limestone use,-,-,,Emissions,CO2e (t) GWP-AR2,Maharashtra,Industry,-,15646.41,6878.33,7266.06,5591.95,4582.41,12276.6,9818.41,3650.71,2416.7,13354.25,15219.69
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,"DOLOMITE, CHIPS",-,-,,Emissions,CO2e (t) GWP-AR2,Odisha,Industry,-,29858.43,5275.03,119703.1,129717.45,77662.02,485662.59,636319.65,540139.03,526559.84,727709.71,1192359.73
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,"DOLOMITE, LUMPS",-,-,,Emissions,CO2e (t) GWP-AR2,Odisha,Industry,-,250267.61,67359.37,40824.93,251897.0,121367.92,13937.56,0.0,0.0,9037.35,32897.16,19304.61
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,"DOLOMITE, POWDER CALCINED OR NOT",-,-,,Emissions,CO2e (t) GWP-AR2,Odisha,Industry,-,57942.41,331069.51,361671.04,86300.62,127.7,0.0,0.0,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,EAF method,-,-,,Emissions,CO2e (t) GWP-AR2,Odisha,Industry,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3755.49,1251.83,0.0,0.0
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,limestone use,-,-,,Emissions,CO2e (t) GWP-AR2,Odisha,Industry,-,229313.0,279671.64,358461.16,298382.35,270159.49,251358.58,516617.76,439841.68,118628.48,403194.89,625275.42
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,"DOLOMITE, LUMPS",-,-,,Emissions,CO2e (t) GWP-AR2,Punjab,Industry,-,27.25,36.33,9.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,limestone use,-,-,,Emissions,CO2e (t) GWP-AR2,Punjab,Industry,-,2702.4,877.73,0.0,0.0,0.0,68.83,22.94,11.88,6.09,17.02,17.32
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,limestone use,-,-,,Emissions,CO2e (t) GWP-AR2,Rajasthan,Industry,-,0.0,45.65,30.43,5.07,0.0,0.0,0.0,1318.73,439.58,0.0,0.0
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,"DOLOMITE, CHIPS",-,-,,Emissions,CO2e (t) GWP-AR2,Tamil Nadu,Industry,-,36.86,0.0,0.0,0.0,0.0,38974.23,45530.5,40985.41,35928.33,35046.43,35339.56
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,"DOLOMITE, LUMPS",-,-,,Emissions,CO2e (t) GWP-AR2,Tamil Nadu,Industry,-,0.0,0.0,0.0,29533.2,9844.4,0.0,0.0,0.0,0.0,3733.37,4021.28
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,"DOLOMITE, POWDER CALCINED OR NOT",-,-,,Emissions,CO2e (t) GWP-AR2,Tamil Nadu,Industry,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4364.87,1454.96
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,limestone use,-,-,,Emissions,CO2e (t) GWP-AR2,Tamil Nadu,Industry,-,2989.05,996.35,86.72,28.91,0.0,18951.4,35742.4,47440.79,52901.41,49389.57,46583.04
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,limestone use,-,-,,Emissions,CO2e (t) GWP-AR2,Telangana,Industry,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.61,411.58,75.37,50.93
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,"DOLOMITE, CHIPS",-,-,,Emissions,CO2e (t) GWP-AR2,Uttar Pradesh,Industry,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12973.77,4324.59,0.0
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,limestone use,-,-,,Emissions,CO2e (t) GWP-AR2,Uttar Pradesh,Industry,-,111.16,72.5,35036.86,11734.22,25.5,85.65,119.07,30.38,0.0,860.64,316.42
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,"DOLOMITE, CHIPS",-,-,,Emissions,CO2e (t) GWP-AR2,Uttarakhand,Industry,-,0.0,0.0,0.0,0.0,0.0,318.63,106.21,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,limestone use,-,-,,Emissions,CO2e (t) GWP-AR2,Uttarakhand,Industry,-,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.57,0.0,0.0,0.0
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,"DOLOMITE, CHIPS",-,-,,Emissions,CO2e (t) GWP-AR2,West Bengal,Industry,-,150462.92,37326.75,211638.37,206143.7,271113.9,98220.04,11875.2,177993.58,234003.15,210916.7,216977.43
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,"DOLOMITE, LUMPS",-,-,,Emissions,CO2e (t) GWP-AR2,West Bengal,Industry,-,99451.24,28303.05,2698.13,10265.67,3235.61,890.19,1011.18,650.07,137.31,0.0,1881.1
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,"DOLOMITE, POWDER CALCINED OR NOT",-,-,,Emissions,CO2e (t) GWP-AR2,West Bengal,Industry,-,2917.03,196136.98,71109.3,98009.05,88964.67,18989.23,0.0,0.0,0.0,34058.43,96112.03
Industrial Product and Process Use,Metal Industry,Iron and Steel Production,limestone use,-,-,,Emissions,CO2e (t) GWP-AR2,West Bengal,Industry,-,376951.22,388032.98,518355.18,403842.63,282653.86,87913.39,2818622.08,1154017.65,72854.86,67446.54,177040.63
Industrial Product and Process Use,Metal Industry,Lead Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Rajasthan,Industry,-,11324.04,20500.74,28517.45,31097.95,32926.4,30706.13,43367.22,58116.63,63193.26,65522.73,73178.69
Industrial Product and Process Use,Metal Industry,Other,-,-,-,,Emissions,CO2e (t) GWP-AR2,Gujarat,Industry,-,0.0,0.0,0.0,152.1,50.7,0.0,0.0,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Metal Industry,Other,Limestone use,-,-,,Emissions,CO2e (t) GWP-AR2,Gujarat,Industry,-,0.0,0.0,0.0,311.32,103.77,0.0,0.0,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Metal Industry,Other,-,-,-,,Emissions,CO2e (t) GWP-AR2,Karnataka,Industry,-,0.0,10067.96,3355.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Metal Industry,Other,Limestone use,-,-,,Emissions,CO2e (t) GWP-AR2,Karnataka,Industry,-,21.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Metal Industry,Other,"DOLOMITE, CHIPS",-,-,,Emissions,CO2e (t) GWP-AR2,Maharashtra,Industry,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.78,42.26,0.0,0.0
Industrial Product and Process Use,Metal Industry,Other,"DOLOMITE, POWDER CALCINED OR NOT",-,-,,Emissions,CO2e (t) GWP-AR2,Maharashtra,Industry,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.04
Industrial Product and Process Use,Metal Industry,Other,"DOLOMITE, CHIPS",-,-,,Emissions,CO2e (t) GWP-AR2,Odisha,Industry,-,0.0,0.0,0.0,0.0,0.0,390.99,130.33,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Metal Industry,Other,-,-,-,,Emissions,CO2e (t) GWP-AR2,Tamil Nadu,Industry,-,991.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Metal Industry,Other,Limestone use,-,-,,Emissions,CO2e (t) GWP-AR2,Tamil Nadu,Industry,-,9395.29,12955.88,3507.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Metal Industry,Zinc Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Kerala,Industry,-,10396.61,13273.29,16195.67,16328.24,18086.12,15786.71,13610.53,14157.76,15112.55,3831.46,0.0
Industrial Product and Process Use,Metal Industry,Zinc Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Rajasthan,Industry,-,138930.89,177372.34,216424.38,275798.09,303021.8,359846.68,395992.42,369606.1,382893.34,389018.59,398775.18
Industrial Product and Process Use,Mineral Industry,Cement Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Andhra Pradesh,Industry,-,8179758.78,9088732.75,9806784.75,11569320.64,12011267.89,11956901.22,12122521.07,12373155.58,13267834.79,14373454.7,14908410.93
Industrial Product and Process Use,Mineral Industry,Cement Production,Clinker Production,-,-,,Emissions,CO2e (t) GWP-AR2,Andhra Pradesh,Industry,-,24344.35,-31341.44,50887.75,58828.79,49578.31,33000.15,31185.98,16567.04,39256.06,48511.55,23472.4
Industrial Product and Process Use,Mineral Industry,Cement Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Assam,Industry,-,52660.61,54687.57,53865.23,51024.06,58665.37,56308.44,45379.82,42982.18,46090.14,49930.87,51789.21
Industrial Product and Process Use,Mineral Industry,Cement Production,Clinker Production,-,-,,Emissions,CO2e (t) GWP-AR2,Assam,Industry,-,156.73,-178.46,265.73,270.48,242.26,157.74,115.85,57.55,136.37,168.52,81.54
Industrial Product and Process Use,Mineral Industry,Cement Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Bihar,Industry,-,187401.84,257716.79,231375.37,240032.81,268310.56,302397.4,270609.69,261035.59,279910.57,303235.75,314521.68
Industrial Product and Process Use,Mineral Industry,Cement Production,Clinker Production,-,-,,Emissions,CO2e (t) GWP-AR2,Bihar,Industry,-,557.74,-1019.74,979.93,1230.35,1107.77,821.7,692.09,349.51,828.18,1023.44,495.2
Industrial Product and Process Use,Mineral Industry,Cement Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Chhattisgarh,Industry,-,3544788.36,3786569.71,3915950.88,4210696.38,4516371.04,4893255.66,5175645.4,5318777.39,5703368.01,6178634.43,6408592.84
Industrial Product and Process Use,Mineral Industry,Cement Production,Clinker Production,-,-,,Emissions,CO2e (t) GWP-AR2,Chhattisgarh,Industry,-,10549.89,-12654.74,19894.67,21773.81,18645.18,13360.17,13324.39,7121.58,16874.78,20853.38,10089.94
Industrial Product and Process Use,Mineral Industry,Cement Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Delhi,Industry,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Mineral Industry,Cement Production,Clinker Production,-,-,,Emissions,CO2e (t) GWP-AR2,Delhi,Industry,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Mineral Industry,Cement Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Gujarat,Industry,-,5562189.36,6070086.18,6158897.09,6153712.06,6648629.55,7019622.94,7853584.11,8236945.35,8832543.11,9568566.42,9924692.62
Industrial Product and Process Use,Mineral Industry,Cement Production,Clinker Production,-,-,,Emissions,CO2e (t) GWP-AR2,Gujarat,Industry,-,16554.02,-20640.2,30707.4,32267.62,27450.12,19272.02,20263.19,11028.86,26133.19,32294.67,15625.83
Industrial Product and Process Use,Mineral Industry,Cement Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Haryana,Industry,-,0.0,0.0,14852.82,262026.45,705485.44,800200.66,791735.17,804358.48,862520.1,934394.62,969171.26
Industrial Product and Process Use,Mineral Industry,Cement Production,Clinker Production,-,-,,Emissions,CO2e (t) GWP-AR2,Haryana,Industry,-,0.0,0.0,129.39,1094.47,2916.67,2219.83,2035.79,1077.0,2551.97,3153.66,1525.9
Industrial Product and Process Use,Mineral Industry,Cement Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Himachal Pradesh,Industry,-,1974231.12,2076031.4,2186778.64,2226387.85,2338211.27,2751139.41,3069518.29,3183402.15,3413587.87,3698044.99,3835680.07
Industrial Product and Process Use,Mineral Industry,Cement Production,Clinker Production,-,-,,Emissions,CO2e (t) GWP-AR2,Himachal Pradesh,Industry,-,5875.65,-6847.61,11293.11,11667.05,9652.93,7417.01,7910.07,4262.42,10099.92,12481.2,6039.05
Industrial Product and Process Use,Mineral Industry,Cement Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Jammu & Kashmir,Industry,-,69487.87,64927.34,62219.25,63047.63,65453.12,58612.94,68363.04,73596.09,78917.69,85493.96,88675.91
Industrial Product and Process Use,Mineral Industry,Cement Production,Clinker Production,-,-,,Emissions,CO2e (t) GWP-AR2,Jammu & Kashmir,Industry,-,206.81,-191.37,309.19,329.47,270.2,165.18,176.89,98.54,233.5,288.55,139.61
Industrial Product and Process Use,Mineral Industry,Cement Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Jharkhand,Industry,-,1708790.31,1768423.39,1817498.88,1926226.66,2059920.35,2165688.59,2466487.95,2599290.8,2787240.54,3019503.67,3131884.56
Industrial Product and Process Use,Mineral Industry,Cement Production,Clinker Production,-,-,,Emissions,CO2e (t) GWP-AR2,Jharkhand,Industry,-,5085.65,-5753.32,9259.65,9993.72,8504.13,5942.15,6367.17,3480.32,8246.72,10191.07,4930.96
Industrial Product and Process Use,Mineral Industry,Cement Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Karnataka,Industry,-,4093211.2,4140895.82,4257440.1,4883190.61,5276409.26,5817083.7,6314523.19,6529391.63,7001519.44,7584961.9,7867261.81
Industrial Product and Process Use,Mineral Industry,Cement Production,Clinker Production,-,-,,Emissions,CO2e (t) GWP-AR2,Karnataka,Industry,-,12182.09,-13201.3,21812.35,24940.18,21782.22,15831.06,16267.16,8742.53,20715.67,25599.85,12386.53
Industrial Product and Process Use,Mineral Industry,Cement Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Kerala,Industry,-,280216.47,261295.93,233572.7,235142.76,186700.74,221072.89,221910.5,219904.39,235805.25,255455.1,264962.71
Industrial Product and Process Use,Mineral Industry,Cement Production,Clinker Production,-,-,,Emissions,CO2e (t) GWP-AR2,Kerala,Industry,-,833.97,-768.5,1098.47,1224.08,770.0,586.27,569.11,294.44,697.69,862.18,417.17
Industrial Product and Process Use,Mineral Industry,Cement Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Madhya Pradesh,Industry,-,7138306.45,7596496.9,7829297.64,8262580.64,8638143.85,8749790.68,9176203.55,9462505.5,10146721.17,10992255.85,11401369.23
Industrial Product and Process Use,Mineral Industry,Cement Production,Clinker Production,-,-,,Emissions,CO2e (t) GWP-AR2,Madhya Pradesh,Industry,-,21244.81,-25308.5,39712.82,42888.53,35659.2,24127.19,23632.32,12669.83,30021.5,37099.74,17950.77
Industrial Product and Process Use,Mineral Industry,Cement Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Maharashtra,Industry,-,4667923.3,4881663.57,5229475.92,5543939.32,5538212.65,5562831.98,6075867.69,6340133.6,6798576.53,7365107.57,7639224.57
Industrial Product and Process Use,Mineral Industry,Cement Production,Clinker Production,-,-,,Emissions,CO2e (t) GWP-AR2,Maharashtra,Industry,-,13892.53,-16026.33,27348.76,28834.94,22859.38,15324.97,15667.79,8489.13,20115.21,24857.83,12027.5
Industrial Product and Process Use,Mineral Industry,Cement Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Meghalaya,Industry,-,41126.48,131432.86,421759.85,573575.55,617824.36,632302.57,650751.75,666516.43,714710.96,774268.44,803085.41
Industrial Product and Process Use,Mineral Industry,Cement Production,Clinker Production,-,-,,Emissions,CO2e (t) GWP-AR2,Meghalaya,Industry,-,122.4,-680.24,3077.3,2933.39,2550.51,1741.34,1674.72,892.43,2114.64,2613.22,1264.41
Industrial Product and Process Use,Mineral Industry,Cement Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Odisha,Industry,-,1356262.96,1457411.16,1531104.43,1846272.72,1990145.68,2290946.89,2284469.57,2286158.73,2451466.5,2655749.23,2754591.85
Industrial Product and Process Use,Mineral Industry,Cement Production,Clinker Production,-,-,,Emissions,CO2e (t) GWP-AR2,Odisha,Industry,-,4036.47,-4894.47,7855.22,9338.97,8215.38,6189.07,5864.72,3061.05,7253.25,8963.36,4336.94
Industrial Product and Process Use,Mineral Industry,Cement Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Punjab,Industry,-,1829055.42,1888827.49,1889169.94,610492.83,1644307.88,1977424.74,2013286.07,2074607.87,2224618.8,2409998.13,2499694.27
Industrial Product and Process Use,Mineral Industry,Cement Production,Clinker Production,-,-,,Emissions,CO2e (t) GWP-AR2,Punjab,Industry,-,5443.58,-6133.5,9441.4,4677.22,6805.83,5526.37,5184.6,2777.8,6582.07,8133.94,3935.62
Industrial Product and Process Use,Mineral Industry,Cement Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Rajasthan,Industry,-,8304804.12,8884744.1,9963618.14,11683937.68,13070982.15,13812179.83,14936417.15,15504457.52,16625555.18,18010976.94,18681315.6
Industrial Product and Process Use,Mineral Industry,Cement Production,Clinker Production,-,-,,Emissions,CO2e (t) GWP-AR2,Rajasthan,Industry,-,24716.5,-29730.01,53418.59,59660.31,53965.39,37907.83,38494.51,20759.7,49190.68,60788.48,29412.61
Industrial Product and Process Use,Mineral Industry,Cement Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Tamil Nadu,Industry,-,5863122.93,6530405.73,7043422.88,7982060.78,8719934.45,8823278.23,8917183.49,9095866.06,9753570.73,10566343.99,10959605.89
Industrial Product and Process Use,Mineral Industry,Cement Production,Clinker Production,-,-,,Emissions,CO2e (t) GWP-AR2,Tamil Nadu,Industry,-,17449.65,-22561.04,36520.43,40910.72,35999.56,24366.96,22938.52,12178.92,28858.27,35662.25,17255.24
Industrial Product and Process Use,Mineral Industry,Cement Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Uttar Pradesh,Industry,-,2002908.46,2081771.24,2109494.26,2347193.06,3208324.32,4131541.3,4228423.71,4253449.45,4561008.25,4941080.95,5124979.67
Industrial Product and Process Use,Mineral Industry,Cement Production,Clinker Production,-,-,,Emissions,CO2e (t) GWP-AR2,Uttar Pradesh,Industry,-,5960.99,-6798.24,10627.68,12042.85,13253.11,11094.18,10861.15,5695.16,13494.83,16676.54,8068.97
Industrial Product and Process Use,Mineral Industry,Cement Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,Uttarakhand,Industry,-,0.0,0.0,67839.15,225101.88,306871.01,720618.15,1085888.5,1181451.16,1266879.63,1372449.8,1423530.08
Industrial Product and Process Use,Mineral Industry,Cement Production,Clinker Production,-,-,,Emissions,CO2e (t) GWP-AR2,Uttarakhand,Industry,-,0.0,0.0,590.98,1025.1,1267.15,1803.34,2813.15,1581.9,3748.37,4632.13,2241.26
Industrial Product and Process Use,Mineral Industry,Cement Production,-,-,-,,Emissions,CO2e (t) GWP-AR2,West Bengal,Industry,-,1333490.14,1414682.12,1424265.22,1474145.55,2016990.97,2466381.18,2754245.1,2864363.6,3071480.25,3327429.26,3451270.55
Industrial Product and Process Use,Mineral Industry,Cement Production,Clinker Production,-,-,,Emissions,CO2e (t) GWP-AR2,West Bengal,Industry,-,3968.69,-4700.99,7106.67,7671.46,8332.31,6678.51,7099.75,3835.24,9087.71,11230.34,5433.82
Industrial Product and Process Use,Mineral Industry,Ceramics,"DOLOMITE, CHIPS",-,-,,Emissions,CO2e (t) GWP-AR2,Gujarat,Industry,-,0.0,0.0,0.0,1878.02,1046.65,2418.74,8696.94,2645.81,1725.87,2254.62,559.78
Industrial Product and Process Use,Mineral Industry,Ceramics,"DOLOMITE, LUMPS",-,-,,Emissions,CO2e (t) GWP-AR2,Gujarat,Industry,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.42,883.7,283.41,0.0
Industrial Product and Process Use,Mineral Industry,Ceramics,"DOLOMITE, POWDER CALCINED OR NOT",-,-,,Emissions,CO2e (t) GWP-AR2,Gujarat,Industry,-,25.45,106.55,35.52,51897.64,59440.54,15215.11,22763.9,8292.66,144663.65,229416.1,60429.2
Industrial Product and Process Use,Mineral Industry,Ceramics,limestone use,-,-,,Emissions,CO2e (t) GWP-AR2,Gujarat,Industry,-,0.0,0.0,0.0,2147.54,2973.87,752.67,0.0,3506.25,1168.75,0.0,0.0
Industrial Product and Process Use,Mineral Industry,Ceramics,-,-,-,,Emissions,CO2e (t) GWP-AR2,Gujarat,Industry,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44264.8
Industrial Product and Process Use,Mineral Industry,Ceramics,"DOLOMITE, CHIPS",-,-,,Emissions,CO2e (t) GWP-AR2,Haryana,Industry,-,0.0,0.0,105730.56,35243.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Mineral Industry,Ceramics,limestone use,-,-,,Emissions,CO2e (t) GWP-AR2,Karnataka,Industry,-,0.0,0.0,0.0,0.0,0.0,0.0,245.95,81.98,0.0,0.0,0.0
Industrial Product and Process Use,Mineral Industry,Ceramics,"DOLOMITE, CHIPS",-,-,,Emissions,CO2e (t) GWP-AR2,Maharashtra,Industry,-,0.0,0.0,0.0,781.22,260.41,0.0,0.0,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Mineral Industry,Ceramics,"DOLOMITE, LUMPS",-,-,,Emissions,CO2e (t) GWP-AR2,Maharashtra,Industry,-,0.0,0.0,0.0,0.0,0.0,1.07,0.36,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Mineral Industry,Ceramics,"DOLOMITE, POWDER CALCINED OR NOT",-,-,,Emissions,CO2e (t) GWP-AR2,Maharashtra,Industry,-,0.0,0.0,0.0,450.14,250.46,33.47,0.0,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Mineral Industry,Ceramics,"DOLOMITE, CHIPS",-,-,,Emissions,CO2e (t) GWP-AR2,Odisha,Industry,-,0.0,0.0,0.0,0.0,99.52,33.17,0.0,0.0,49.04,16.35,0.0
Industrial Product and Process Use,Mineral Industry,Ceramics,"DOLOMITE, LUMPS",-,-,,Emissions,CO2e (t) GWP-AR2,Odisha,Industry,-,29.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Mineral Industry,Ceramics,limestone use,-,-,,Emissions,CO2e (t) GWP-AR2,Odisha,Industry,-,0.0,0.0,4.29,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Mineral Industry,Ceramics,"DOLOMITE, LUMPS",-,-,,Emissions,CO2e (t) GWP-AR2,Puducherry,Industry,-,0.0,1.33,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Mineral Industry,Ceramics,"DOLOMITE, POWDER CALCINED OR NOT",-,-,,Emissions,CO2e (t) GWP-AR2,Puducherry,Industry,-,1.43,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Mineral Industry,Ceramics,"DOLOMITE, CHIPS",-,-,,Emissions,CO2e (t) GWP-AR2,Rajasthan,Industry,-,0.0,0.0,0.0,0.0,4.94,1.65,0.0,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Mineral Industry,Ceramics,-,-,-,,Emissions,CO2e (t) GWP-AR2,Rajasthan,Industry,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.95
Industrial Product and Process Use,Mineral Industry,Ceramics,"DOLOMITE, POWDER CALCINED OR NOT",-,-,,Emissions,CO2e (t) GWP-AR2,Tamil Nadu,Industry,-,1.07,0.0,0.0,30075.04,10025.01,0.0,0.0,0.0,0.0,0.0,0.0
Industrial Product and Process Use,Mineral Industry,Ceramics,"DOLOMITE, POWDER CALCINED OR NOT",-,-,,Emissions,CO2e (t) GWP-AR2,Uttar Pradesh,Industry,-,0.0,155.24,51.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
